Sequence_ID,Frame,Head_x,L_Sho_x,R_Sho_x,L_Elb_x,R_Elb_x,L_Wri_x,R_Wri_x,L_Hip_x,R_Hip_x,L_Kne_x,R_Kne_x,L_Ank_x,R_Ank_x,Head_y,L_Sho_y,R_Sho_y,L_Elb_y,R_Elb_y,L_Wri_y,R_Wri_y,L_Hip_y,R_Hip_y,L_Kne_y,R_Kne_y,L_Ank_y,R_Ank_y
1667,95,199.5,199.5,199.5,228.0,228.0,,,159.0,,210.0,210.0,174.191,174.191,123.0,148.5,148.5,217.5,217.5,,,252.75,,298.5,298.5,381.991,381.991
1667,96,200.25,200.25,200.25,228.0,228.0,,,159.75,,210.0,210.0,174.524,174.524,122.25,147.75,147.75,216.0,216.0,,,251.25,,297.75,297.75,381.354,381.354
1667,97,199.5,199.5,199.5,227.25,227.25,,,160.5,,210.0,210.0,173.356,173.356,120.0,145.5,145.5,213.75,213.75,,,250.5,,297.75,297.75,379.217,379.217
1667,98,199.5,199.5,199.5,227.25,227.25,,,161.25,,209.25,209.25,172.939,172.939,118.5,144.0,144.0,211.5,211.5,,,250.5,,297.75,297.75,377.83,377.83
1667,99,199.5,199.5,199.5,227.25,227.25,,,162.0,,209.25,209.25,172.521,172.521,116.25,141.75,141.75,210.0,210.0,,,249.75,,297.75,297.75,375.693,375.693
1667,100,201.75,201.75,201.75,230.25,230.25,,,162.75,,208.5,208.5,174.354,174.354,111.75,137.25,137.25,210.75,210.75,,,248.25,,297.0,297.0,371.307,371.307
1667,101,208.5,208.5,208.5,231.0,231.0,,,163.5,,208.5,208.5,180.686,180.686,120.75,146.25,146.25,208.5,208.5,,,248.25,,297.0,297.0,380.42,380.42
1667,102,209.25,209.25,209.25,231.75,231.75,,,164.25,,208.5,208.5,181.019,181.019,119.25,144.75,144.75,206.25,206.25,,,246.75,,297.0,297.0,379.033,379.033
1667,103,210.75,210.75,210.75,232.5,232.5,,,165.75,,207.75,207.75,182.101,182.101,117.75,143.25,143.25,203.25,203.25,,,245.25,,297.0,297.0,377.646,377.646
1667,104,211.5,211.5,211.5,233.25,233.25,,,166.5,,207.75,207.75,182.434,182.434,116.25,141.75,141.75,200.25,200.25,,,243.75,,297.0,297.0,376.259,376.259
1667,105,213.0,213.0,213.0,234.75,234.75,,,168.0,,207.75,207.75,183.517,183.517,115.5,141.0,141.0,198.0,198.0,,,243.0,,297.0,297.0,375.623,375.623
1667,106,213.75,213.75,213.75,232.5,232.5,,,168.75,,207.0,207.0,183.849,183.849,114.0,139.5,139.5,195.0,195.0,,,241.5,,296.25,296.25,374.236,374.236
1667,107,215.25,215.25,215.25,232.5,232.5,,,170.25,,207.0,207.0,184.932,184.932,112.5,138.0,138.0,192.0,192.0,,,240.0,,296.25,296.25,372.849,372.849
1667,108,216.0,216.0,216.0,232.5,232.5,,,171.0,,206.25,206.25,185.264,185.264,111.0,136.5,136.5,189.0,189.0,,,238.5,,296.25,296.25,371.462,371.462
1667,109,216.75,216.75,216.75,232.5,232.5,,,171.75,,206.25,206.25,185.597,185.597,109.5,135.0,135.0,186.0,186.0,,,237.0,,296.25,296.25,370.075,370.075
1667,110,218.25,218.25,218.25,232.5,232.5,,,173.25,,206.25,206.25,186.679,186.679,108.75,134.25,134.25,183.0,183.0,,,236.25,,296.25,296.25,369.439,369.439
1667,111,219.0,219.0,219.0,232.5,232.5,,,174.0,,205.5,205.5,187.012,187.012,107.25,132.75,132.75,180.75,180.75,,,234.75,,295.5,295.5,368.052,368.052
1667,112,220.5,220.5,220.5,232.5,232.5,,,175.5,,205.5,205.5,188.094,188.094,105.75,131.25,131.25,178.5,178.5,,,233.25,,295.5,295.5,366.665,366.665
1667,113,207.0,207.0,207.0,232.5,232.5,,,162.0,,205.5,205.5,174.177,174.177,107.25,132.75,132.75,176.25,176.25,,,234.75,,295.5,295.5,368.278,368.278
1667,114,207.75,207.75,207.75,231.75,231.75,,,162.75,,204.75,204.75,174.509,174.509,105.75,131.25,131.25,174.0,174.0,,,233.25,,294.75,294.75,366.892,366.892
1667,115,209.25,209.25,209.25,231.75,231.75,,,164.25,,204.75,204.75,175.592,175.592,104.25,129.75,129.75,171.75,171.75,,,231.75,,294.75,294.75,365.505,365.505
1667,116,210.75,210.75,210.75,231.0,231.0,,,165.75,,204.0,204.0,176.675,176.675,102.75,128.25,128.25,168.75,168.75,,,230.25,,294.75,294.75,364.118,364.118
1667,117,212.25,212.25,212.25,230.25,230.25,,,167.25,,204.0,204.0,177.757,177.757,100.5,126.0,126.0,165.0,165.0,,,228.0,,294.75,294.75,361.981,361.981
1667,118,213.0,213.0,213.0,229.5,229.5,,,168.0,,204.0,204.0,178.09,178.09,98.25,123.75,123.75,161.25,161.25,,,225.75,,294.75,294.75,359.844,359.844
1667,119,214.5,214.5,214.5,228.75,228.75,,,169.5,,203.25,203.25,179.172,179.172,96.75,122.25,122.25,157.5,157.5,,,224.25,,294.75,294.75,358.458,358.458
1667,120,216.0,216.0,216.0,228.0,228.0,,,171.0,,203.25,203.25,180.255,180.255,94.5,120.0,120.0,153.75,153.75,,,222.0,,294.75,294.75,356.321,356.321
1667,121,216.75,216.75,216.75,228.0,228.0,,,171.75,,203.25,203.25,180.587,180.587,92.25,117.75,117.75,150.0,150.0,,,219.75,,294.75,294.75,354.184,354.184
1667,122,218.25,218.25,218.25,228.75,228.75,,,173.25,,199.5,199.5,181.67,181.67,91.5,117.0,117.0,147.0,147.0,,,219.0,,293.25,293.25,353.547,353.547
1667,123,219.75,219.75,219.75,229.5,229.5,,,174.75,,195.75,195.75,182.752,182.752,90.0,115.5,115.5,144.0,144.0,,,217.5,,295.5,295.5,352.16,352.16
1667,124,220.5,220.5,220.5,230.25,230.25,,,175.5,,192.75,192.75,183.085,183.085,89.25,114.75,114.75,140.25,140.25,,,216.75,,294.0,294.0,351.524,351.524
1667,125,222.0,222.0,222.0,231.0,231.0,,,177.0,,189.0,189.0,184.167,184.167,87.75,113.25,113.25,137.25,137.25,,,215.25,,294.0,294.0,350.137,350.137
1667,126,229.5,229.5,229.5,237.0,237.0,,,184.5,,186.75,186.75,191.25,191.25,86.25,111.75,111.75,134.25,134.25,,,213.75,,293.25,293.25,348.75,348.75
1667,127,230.25,230.25,230.25,232.5,232.5,,,185.25,,186.0,186.0,191.25,191.25,85.5,111.0,111.0,132.75,132.75,,,213.0,,293.25,293.25,348.75,348.75
1667,128,230.25,230.25,230.25,233.25,233.25,,,185.25,,185.25,185.25,191.25,191.25,84.75,110.25,110.25,131.25,131.25,,,212.25,,293.25,293.25,348.75,348.75
1667,129,231.0,231.0,231.0,234.0,234.0,,,186.0,,184.5,184.5,191.25,191.25,84.0,109.5,109.5,129.75,129.75,,,211.5,,293.25,293.25,348.75,348.75
1667,130,231.75,231.75,231.75,234.75,234.75,,,186.75,,183.75,183.75,191.25,191.25,83.25,108.75,108.75,128.25,128.25,,,210.75,,293.25,293.25,348.75,348.75
1667,131,231.75,231.75,231.75,234.75,234.75,,,186.75,,183.0,183.0,191.25,191.25,82.5,108.0,108.0,128.25,128.25,,,210.0,,293.25,293.25,348.75,348.75
1667,132,228.0,228.0,228.0,235.5,235.5,,,183.0,,182.25,182.25,191.25,191.25,87.75,113.25,113.25,128.25,128.25,,,215.25,,294.0,294.0,348.75,348.75
1668,1,244.0,230.0,266.0,219.333,279.333,214.667,278.667,234.667,268.0,234.0,272.667,229.333,278.0,64.0,85.333,82.667,92.0,87.333,79.333,74.0,148.0,147.333,196.667,196.667,240.0,234.0
1668,2,245.333,229.333,265.333,219.333,278.0,214.667,278.667,235.333,267.333,234.0,273.333,228.667,278.0,65.333,85.333,84.667,92.0,90.0,79.333,74.0,142.0,148.667,196.0,195.333,240.0,234.0
1668,3,245.333,229.333,265.333,219.333,277.333,214.667,278.667,236.0,266.667,233.333,273.333,228.667,278.0,66.0,85.333,85.333,92.0,90.0,80.0,74.0,142.0,148.667,196.0,195.333,240.0,234.0
1668,4,245.333,229.333,265.333,219.333,277.333,214.667,278.667,236.0,266.667,233.333,274.0,228.667,278.0,66.667,85.333,86.0,92.0,90.0,80.0,74.0,142.0,148.667,195.333,194.667,240.0,234.0
1668,5,245.333,229.333,265.333,219.333,279.333,214.667,278.667,236.0,266.667,233.333,274.0,228.667,278.0,68.0,86.0,87.333,92.0,88.0,80.667,74.0,142.667,149.333,195.333,194.0,240.0,234.0
1668,6,245.333,229.333,264.667,220.0,279.333,214.667,278.667,236.0,266.667,232.667,274.667,228.667,278.0,68.667,86.0,88.0,92.0,88.0,80.667,74.0,143.333,149.333,195.333,193.333,240.0,234.0
1668,7,244.0,229.333,264.667,220.0,279.333,214.667,278.667,236.0,266.667,232.667,273.333,228.667,278.0,67.333,86.0,88.667,92.667,88.0,81.333,74.0,143.333,149.333,194.667,191.333,240.0,234.0
1668,8,246.0,229.333,264.667,220.0,279.333,214.667,278.667,236.0,263.333,232.0,273.333,228.667,278.0,70.667,86.0,90.0,92.667,88.0,81.333,74.0,144.0,142.0,194.667,191.333,240.0,234.0
1668,9,246.0,229.333,264.667,220.0,279.333,214.667,278.667,236.0,263.333,232.0,274.0,228.667,278.0,71.333,86.0,91.333,92.667,88.0,82.0,74.0,144.667,142.0,194.667,190.667,240.0,234.0
1668,10,246.0,229.333,264.667,220.0,279.333,214.667,278.667,232.667,263.333,231.333,274.0,228.667,278.0,72.667,86.0,92.0,92.667,88.0,82.667,74.0,150.667,142.0,194.667,190.667,240.0,234.0
1668,11,246.0,229.333,264.667,220.0,280.0,214.667,278.667,232.667,262.667,230.667,274.0,228.667,278.0,73.333,86.667,92.667,94.0,88.667,82.667,75.333,150.667,142.0,194.667,190.0,240.0,234.0
1668,12,246.0,229.333,264.667,220.0,279.333,214.667,278.667,232.0,262.667,230.667,274.667,228.667,278.0,74.0,86.667,93.333,95.333,89.333,83.333,76.667,151.333,142.667,194.667,189.333,240.0,234.0
1668,13,244.0,229.333,264.667,220.667,277.333,214.667,278.667,232.0,262.667,229.333,274.667,228.667,278.0,71.333,87.333,94.667,96.667,91.333,84.0,78.0,151.333,144.0,191.333,189.333,240.0,234.0
1668,14,244.0,229.333,263.333,220.667,277.333,214.0,278.667,232.0,262.667,228.0,275.333,228.667,278.0,72.0,89.333,91.333,98.0,92.0,84.667,79.333,152.0,145.333,190.667,188.667,240.0,233.333
1668,15,244.0,230.0,264.0,220.667,278.0,214.0,278.667,231.333,262.667,227.333,276.0,228.667,278.0,73.333,90.667,92.667,99.333,96.0,85.333,80.667,152.667,146.667,190.667,188.667,240.0,233.333
1668,16,244.0,231.333,264.0,220.667,278.0,214.667,278.667,230.667,262.667,226.0,276.667,228.667,278.0,74.0,96.667,94.0,100.667,98.0,85.333,82.0,154.0,148.667,190.0,188.667,240.0,233.333
1668,17,244.0,230.0,264.0,220.667,278.667,214.667,278.667,230.667,263.333,226.0,278.0,228.667,278.0,75.333,95.333,95.333,102.667,95.333,87.333,83.333,156.0,150.667,190.0,188.0,240.0,233.333
1668,18,244.667,232.0,264.0,220.667,278.667,215.333,278.667,234.667,266.0,226.667,278.0,228.667,278.0,76.667,99.333,96.667,105.333,97.333,90.0,85.333,156.0,156.0,192.667,188.667,240.0,233.333
1668,19,244.667,232.0,264.0,220.667,278.667,216.0,278.667,232.0,266.0,226.0,279.333,228.667,278.0,78.0,102.0,98.0,108.0,98.667,92.0,88.0,158.0,157.333,192.667,188.667,240.0,233.333
1668,20,245.333,230.667,264.0,220.667,278.0,216.0,278.667,231.333,266.0,224.667,282.667,228.667,278.0,79.333,102.667,100.0,110.667,99.333,94.0,90.0,161.333,159.333,192.667,188.667,240.0,233.333
1668,21,248.0,232.0,264.0,220.667,278.667,216.667,278.667,232.667,266.667,223.333,282.667,228.667,278.0,82.667,104.667,101.333,113.333,108.667,96.667,92.0,161.333,160.667,190.667,188.0,240.0,233.333
1668,22,246.0,231.333,264.0,220.667,278.667,216.667,278.667,234.667,266.667,223.333,282.667,228.667,278.0,83.333,106.667,104.0,115.333,110.667,98.667,94.0,165.333,162.667,190.667,188.0,240.0,233.333
1668,23,246.0,232.0,264.0,221.333,278.667,216.667,278.667,233.333,267.333,223.333,284.667,228.667,278.0,86.0,110.0,106.667,118.0,113.333,101.333,96.667,166.667,164.667,192.667,189.333,240.0,233.333
1668,24,246.0,232.0,264.0,221.333,279.333,216.667,279.333,234.667,268.0,223.333,285.333,228.667,278.0,88.0,112.667,108.667,120.667,116.0,104.0,99.333,170.667,166.667,193.333,190.0,240.0,233.333
1668,25,246.667,232.0,264.667,222.0,279.333,216.667,279.333,234.0,264.667,224.0,286.0,228.667,278.0,90.0,114.667,111.333,123.333,119.333,106.667,102.0,172.667,165.333,193.333,190.667,240.0,233.333
1668,26,247.333,232.0,265.333,222.667,280.0,217.333,280.0,234.0,265.333,224.0,286.667,228.667,278.667,92.667,117.333,114.0,126.0,122.0,109.333,104.0,173.333,167.333,193.333,191.333,240.0,233.333
1668,27,247.333,232.0,264.667,222.667,280.0,217.333,280.0,234.0,265.333,224.0,285.333,228.667,278.667,95.333,121.333,116.0,128.667,125.333,112.0,106.667,174.667,168.667,194.0,190.667,240.0,233.333
1668,28,248.667,232.0,264.667,224.0,280.0,217.333,281.333,234.0,265.333,223.333,288.0,228.667,278.667,100.0,123.333,118.667,133.333,127.333,114.667,110.667,177.333,170.667,193.333,192.667,240.0,233.333
1668,29,249.333,230.667,264.667,224.667,280.0,218.0,280.667,230.667,265.333,223.333,289.333,228.667,278.667,102.0,124.0,120.667,136.0,129.333,116.667,112.0,175.333,172.0,196.0,192.667,240.0,233.333
1668,30,249.333,231.333,264.667,224.667,280.0,217.333,282.0,234.0,268.667,223.333,288.667,228.667,278.667,104.0,128.0,122.667,139.333,132.0,120.667,116.667,180.667,177.333,196.0,193.333,240.0,233.333
1668,31,248.0,230.667,264.667,224.667,280.667,218.667,282.0,232.0,268.667,223.333,288.667,228.667,278.667,106.0,128.667,125.333,142.0,134.667,122.0,119.333,177.333,178.0,196.667,193.333,240.0,233.333
1668,32,247.333,230.667,264.667,226.0,280.667,218.0,282.0,231.311,268.667,223.333,288.667,228.667,278.667,107.333,130.667,128.0,146.0,136.667,126.0,120.667,178.511,180.0,196.0,193.333,240.0,233.333
1668,33,248.0,232.0,264.667,226.0,280.667,218.667,281.333,231.956,268.0,223.333,288.0,228.0,278.667,110.0,135.333,131.333,148.0,140.0,125.333,121.333,181.022,182.0,196.667,193.333,235.333,233.333
1668,34,248.667,232.667,265.333,224.0,280.667,218.0,282.667,232.6,268.452,223.333,288.0,228.0,278.667,112.0,136.667,133.333,152.0,142.667,130.667,125.333,182.867,184.0,194.667,193.333,235.333,233.333
1668,35,249.333,232.667,265.333,223.333,279.333,219.333,282.0,233.244,268.905,223.333,288.0,228.0,278.667,113.333,139.333,136.0,154.0,145.333,130.0,125.333,184.044,185.333,194.667,193.333,235.333,233.333
1668,36,250.667,234.0,268.667,224.0,279.333,219.333,282.0,234.556,270.024,223.333,287.333,228.0,278.667,115.333,142.0,140.667,156.667,149.333,135.333,127.333,185.889,187.333,194.667,193.333,235.333,233.333
1668,37,249.333,234.0,268.0,224.0,279.333,219.333,282.0,233.2,268.476,223.333,287.333,228.0,278.667,116.667,143.333,142.0,158.0,151.333,133.333,129.333,187.067,188.667,194.667,193.333,235.333,233.333
1668,38,249.333,233.333,266.667,224.0,280.0,218.667,282.667,233.178,268.262,223.333,286.667,228.0,278.667,118.667,142.0,141.333,159.333,152.667,136.0,133.333,188.911,190.667,194.667,193.333,235.333,233.333
1668,39,249.333,233.333,266.667,224.0,279.333,220.0,282.667,233.156,268.048,223.333,286.667,228.0,278.667,120.0,144.0,143.333,161.333,154.667,140.667,134.667,190.089,192.0,194.667,194.0,235.333,233.333
1668,40,249.333,233.333,267.333,223.333,280.0,219.333,282.667,233.133,267.833,223.333,286.0,228.0,278.667,122.0,145.333,144.667,159.333,156.667,142.0,136.667,191.933,194.0,195.333,194.0,235.333,233.333
1668,41,250.0,233.333,267.333,224.0,280.0,219.333,282.667,233.778,268.286,222.667,286.0,228.0,278.667,124.0,147.333,146.667,162.0,158.667,144.0,138.667,193.778,196.0,195.333,194.0,235.333,233.333
1668,42,250.0,233.333,268.0,225.333,280.667,218.0,282.667,233.756,268.071,222.667,286.0,228.0,278.667,124.667,147.333,147.333,165.333,159.333,142.0,140.0,194.289,196.667,194.667,194.0,235.333,233.333
1668,43,249.333,233.333,268.0,225.333,280.667,219.333,281.333,233.067,267.19,222.667,286.0,228.0,278.667,124.667,148.0,148.667,166.667,160.0,146.667,140.0,194.133,196.667,197.333,194.0,235.333,233.333
1668,44,250.0,233.333,268.0,225.333,280.667,219.333,282.0,233.711,267.643,222.667,285.333,228.0,278.667,128.667,148.0,149.333,168.667,160.667,147.333,144.667,197.978,200.667,197.333,194.0,235.333,233.333
1668,45,249.333,233.333,268.0,225.333,280.667,220.0,282.0,233.022,266.762,222.667,285.333,228.0,278.667,128.667,152.0,152.0,170.667,161.333,148.0,144.667,197.822,200.667,195.333,194.0,235.333,233.333
1668,46,250.667,233.333,268.0,224.667,279.333,219.333,281.333,234.333,267.881,224.667,285.333,228.0,278.667,130.667,152.667,152.667,170.667,157.333,148.0,142.667,199.667,202.667,196.0,194.0,236.0,233.333
1668,47,249.333,232.667,268.0,224.667,279.333,219.333,280.667,232.978,266.333,222.667,284.667,228.0,278.667,129.333,153.333,150.667,170.0,158.0,147.333,143.333,198.178,201.333,197.333,194.0,235.333,233.333
1668,48,249.333,233.333,266.667,224.667,279.333,219.333,281.333,232.956,266.119,223.333,284.667,228.0,278.667,128.667,154.0,150.0,169.333,158.667,146.667,142.667,197.356,200.667,197.333,194.0,235.333,233.333
1668,49,249.333,232.667,266.667,224.667,280.667,219.333,281.333,232.933,265.905,224.0,284.0,228.0,278.667,128.0,152.667,150.0,166.0,160.667,146.0,142.667,196.533,200.0,197.333,194.0,235.333,233.333
1668,50,249.333,232.667,266.667,224.667,279.333,219.333,282.0,232.911,265.69,224.0,284.0,228.0,278.667,127.333,152.0,149.333,165.333,158.667,145.333,142.0,195.711,199.333,197.333,194.0,235.333,233.333
1668,51,249.333,232.667,266.0,224.667,279.333,219.333,282.0,232.889,265.476,224.667,284.0,228.0,278.667,126.667,151.333,148.667,164.667,158.0,144.0,142.0,194.889,198.667,197.333,194.0,235.333,233.333
1668,52,249.333,232.667,266.0,224.0,279.333,220.0,282.0,232.867,265.262,225.333,284.0,228.0,278.667,126.0,150.667,147.333,164.0,158.0,144.0,141.333,194.067,198.0,197.333,194.0,235.333,233.333
1668,53,249.333,232.0,266.0,224.0,279.333,219.333,281.333,232.844,265.048,225.333,282.667,228.0,278.667,124.667,149.333,146.667,162.667,157.333,142.667,138.667,192.578,196.667,196.667,194.0,235.333,233.333
1668,54,249.333,232.0,266.0,224.0,279.333,219.333,280.667,232.822,264.833,225.333,282.667,228.0,278.667,124.0,148.0,145.333,162.0,156.667,141.333,137.333,191.756,196.0,196.667,194.0,235.333,233.333
1668,55,249.333,232.0,266.0,224.0,279.333,219.333,280.667,232.8,264.619,225.333,282.0,228.0,278.667,122.667,146.667,144.667,160.667,156.0,140.667,136.667,190.267,194.667,196.0,194.0,235.333,233.333
1668,56,249.333,232.0,266.0,224.0,280.0,219.333,280.0,232.778,264.405,225.333,281.333,228.0,278.667,122.0,146.0,144.0,160.0,154.0,139.333,135.333,189.444,194.0,196.0,194.0,235.333,233.333
1668,57,248.667,231.333,266.0,224.0,278.0,218.667,280.0,232.089,263.524,224.0,280.667,228.0,278.667,120.667,144.667,142.667,158.667,154.667,138.667,134.0,187.956,192.667,193.333,192.667,235.333,233.333
1668,58,248.667,231.333,266.0,224.0,277.333,218.667,280.0,232.067,263.31,224.0,279.333,228.0,278.667,118.667,144.0,140.667,157.333,154.0,137.333,132.667,185.8,190.667,193.333,193.333,235.333,233.333
1668,59,247.333,231.333,266.0,224.0,276.667,218.667,280.0,230.711,261.762,224.0,279.333,228.0,278.667,117.333,142.667,139.333,156.0,152.667,136.0,134.0,184.311,189.333,193.333,193.333,235.333,233.333
1668,60,248.667,231.333,266.0,224.667,276.667,217.333,280.0,232.022,262.881,224.0,279.333,228.0,278.667,116.667,142.0,138.0,158.0,151.333,136.667,132.667,183.489,188.667,192.667,193.333,235.333,233.333
1668,61,248.667,231.333,266.0,224.667,276.667,217.333,280.0,232.0,262.667,224.0,279.333,228.0,278.667,116.0,140.667,136.667,156.667,150.667,136.0,132.0,182.667,188.0,192.667,193.333,235.333,233.333
1668,62,247.333,231.333,266.667,224.667,276.667,217.333,280.0,232.0,262.667,224.0,280.0,228.0,278.667,113.333,140.0,139.333,155.333,150.0,134.667,130.667,181.333,186.667,192.0,192.0,235.333,233.333
1668,63,247.333,231.333,266.667,224.667,276.667,217.333,280.0,230.0,262.667,224.0,280.0,228.0,278.667,112.0,138.667,138.667,154.667,149.333,134.0,130.0,181.333,185.333,192.0,192.0,235.333,233.333
1668,64,248.0,231.333,266.667,224.667,276.667,217.333,280.0,231.333,262.667,224.0,280.0,228.0,278.667,111.333,137.333,136.667,153.333,148.667,132.667,128.667,180.0,184.667,192.0,191.333,235.333,233.333
1668,65,248.0,231.333,266.0,224.0,276.0,217.333,280.0,230.0,262.667,224.0,280.0,228.0,278.667,110.0,136.0,135.333,152.667,147.333,131.333,127.333,178.667,183.333,191.333,191.333,235.333,233.333
1668,66,248.0,231.333,266.0,224.0,276.0,217.333,280.0,230.667,262.667,224.0,280.0,228.0,278.667,108.667,135.333,133.333,152.0,146.667,130.667,126.667,178.0,182.0,191.333,191.333,235.333,233.333
1668,67,248.0,231.333,266.0,224.0,276.0,217.333,280.0,231.333,262.667,224.0,280.0,228.0,278.667,108.0,134.667,132.667,151.333,146.0,129.333,126.0,177.333,180.667,191.333,191.333,235.333,233.333
1668,68,248.0,231.333,266.0,224.0,276.0,217.333,280.0,233.333,265.333,224.0,280.667,228.0,278.667,105.333,134.0,132.0,150.0,144.667,128.667,122.0,177.333,178.0,191.333,191.333,235.333,233.333
1668,69,248.0,231.333,266.0,224.0,276.0,217.333,280.0,232.0,265.333,224.667,280.667,228.0,278.667,104.667,133.333,131.333,150.0,143.333,127.333,124.667,176.667,177.333,192.0,190.667,235.333,233.333
1668,70,247.333,231.333,266.0,224.0,276.0,218.0,280.0,232.667,265.333,224.667,280.667,228.0,278.667,105.333,132.0,130.0,148.667,142.0,126.667,120.0,176.0,176.0,192.0,190.667,235.333,233.333
1668,71,247.333,231.333,266.0,224.0,276.0,217.333,280.0,230.0,265.333,224.667,280.667,228.0,278.667,105.333,131.333,129.333,148.0,141.333,126.0,118.667,174.667,175.333,192.0,190.667,235.333,233.333
1668,72,247.333,231.333,266.0,223.333,276.0,217.333,280.0,230.0,265.333,224.667,280.667,228.0,278.667,104.667,131.333,128.667,146.667,140.0,125.333,121.333,173.333,174.667,192.0,190.667,235.333,233.333
1668,73,247.333,230.667,266.667,222.667,276.667,216.667,280.0,231.333,265.333,224.667,280.667,228.0,278.667,104.667,130.0,128.0,146.0,139.333,124.0,120.0,173.333,174.0,192.0,190.667,235.333,233.333
1668,74,247.333,230.667,266.667,222.667,276.0,216.667,280.0,230.667,266.0,225.333,280.667,228.0,278.667,104.0,128.667,126.667,144.667,138.0,124.0,116.0,172.0,173.333,192.0,190.667,235.333,233.333
1668,75,247.333,230.667,266.667,222.667,276.0,216.667,280.0,230.0,266.0,225.333,280.667,228.0,278.667,104.0,128.0,126.667,144.0,137.333,123.333,115.333,170.667,172.667,192.0,190.667,235.333,233.333
1668,76,247.333,230.667,266.667,224.0,276.0,217.333,280.0,230.0,266.0,225.333,280.667,228.0,278.667,98.667,127.333,122.0,139.333,136.0,122.0,114.667,170.0,172.0,192.0,190.667,235.333,233.333
1668,77,248.0,230.667,266.667,223.333,276.0,217.333,280.0,230.0,266.0,225.333,280.667,228.0,278.667,96.667,126.0,121.333,138.667,134.667,121.333,114.0,169.333,171.333,192.0,190.667,235.333,233.333
1668,78,248.0,232.0,266.667,223.333,276.0,218.0,280.0,230.667,266.0,225.333,280.667,228.0,278.667,96.0,120.667,120.667,137.333,134.0,117.333,113.333,168.0,170.667,192.0,190.0,235.333,233.333
1668,79,248.0,231.333,266.667,223.333,276.667,218.0,280.0,230.0,266.0,225.333,280.667,228.0,278.667,95.333,124.667,119.333,136.667,132.667,116.667,112.667,168.667,170.0,192.0,190.0,235.333,233.333
1668,80,246.667,232.0,266.0,223.333,276.667,217.333,280.0,233.333,262.667,225.333,280.667,228.0,278.667,96.0,118.667,122.0,135.333,132.0,118.667,112.0,169.333,170.0,192.0,190.0,235.333,233.333
1668,81,246.0,230.667,266.0,223.333,276.667,218.0,279.333,233.333,262.667,225.333,280.667,228.0,278.667,95.333,122.0,121.333,134.0,130.667,114.667,110.667,170.0,169.333,192.0,190.0,235.333,233.333
1668,82,246.0,230.667,266.0,222.667,277.333,218.0,279.333,232.667,262.667,225.333,280.667,228.0,278.667,94.667,120.667,116.667,132.667,130.0,113.333,109.333,169.333,168.667,192.0,190.0,235.333,233.333
1668,83,246.667,230.667,266.0,222.667,276.667,218.0,279.333,232.667,262.667,226.0,280.667,228.0,278.667,94.0,120.0,115.333,131.333,129.333,111.333,108.0,169.333,168.0,192.0,190.0,235.333,233.333
1668,84,246.667,232.0,266.0,222.667,278.0,216.0,278.667,232.0,262.667,226.0,280.667,228.0,278.667,94.0,116.0,114.0,129.333,123.333,112.0,106.0,168.0,167.333,192.0,189.333,235.333,233.333
1668,85,247.333,231.333,266.0,222.667,278.0,216.0,280.0,233.333,262.667,226.0,280.0,228.0,278.667,87.333,117.333,112.0,128.0,122.0,110.0,107.333,166.667,166.0,192.0,189.333,235.333,233.333
1668,86,246.667,231.333,266.0,222.667,278.0,216.0,280.0,230.667,266.0,226.0,280.0,228.0,278.667,86.0,116.667,110.667,126.667,120.667,108.0,106.0,163.333,164.0,192.0,189.333,235.333,233.333
1668,87,247.333,230.667,266.0,222.0,278.0,216.0,279.333,231.333,266.0,226.667,280.0,228.0,278.667,84.667,114.667,108.667,124.667,118.667,106.667,104.0,162.667,162.667,192.0,189.333,235.333,233.333
1668,88,247.333,231.333,266.0,222.0,278.0,216.0,278.667,232.0,266.0,226.667,279.333,228.0,278.667,83.333,110.667,106.667,122.667,116.0,105.333,98.667,161.333,162.0,192.0,189.333,235.333,233.333
1668,89,246.0,231.333,266.0,222.0,278.667,216.0,279.333,233.333,266.0,226.667,279.333,228.667,278.667,85.333,108.667,104.667,121.333,114.0,104.0,97.333,163.333,160.667,192.0,188.667,240.0,233.333
1668,90,245.333,231.333,266.0,222.0,278.667,216.0,278.667,233.333,266.0,224.667,279.333,228.667,278.667,82.667,106.667,102.667,119.333,111.333,102.667,94.667,162.0,159.333,192.0,188.667,240.0,233.333
1668,91,248.667,232.0,266.0,222.0,278.667,215.333,279.333,234.667,266.0,226.667,278.667,228.667,278.667,80.667,104.667,100.667,117.333,108.667,100.667,92.667,161.333,158.0,192.0,188.667,240.0,233.333
1668,92,248.667,231.333,266.0,222.0,278.667,215.333,279.333,232.667,266.0,226.667,278.667,228.667,278.667,79.333,105.333,98.667,115.333,106.667,98.667,90.667,158.0,156.0,192.0,188.0,240.0,233.333
1668,93,245.333,231.333,264.0,222.0,279.333,215.333,279.333,234.0,266.0,224.667,278.667,228.667,278.667,76.0,102.667,100.0,112.0,104.667,96.0,88.667,155.333,154.0,191.333,188.0,240.0,233.333
1668,94,246.0,231.333,264.667,222.0,279.333,217.333,279.333,234.0,262.667,224.667,278.667,228.667,278.667,74.0,100.667,98.0,109.333,102.667,91.333,86.667,154.667,154.0,191.333,188.0,240.0,233.333
