sequence_id,frame_num,viewpoint,Head_x,Head_y,L_Sho_x,L_Sho_y,R_Sho_x,R_Sho_y,L_Elb_x,L_Elb_y,R_Elb_x,R_Elb_y,L_Wri_x,L_Wri_y,R_Wri_x,R_Wri_y,L_Hip_x,L_Hip_y,R_Hip_x,R_Hip_y,L_Kne_x,L_Kne_y,R_Kne_x,R_Kne_y,L_Ank_x,L_Ank_y,R_Ank_x,R_Ank_y
0505,58,back,310.667,68.0,317.333,81.333,295.333,75.333,326.667,78.667,282.0,83.333,327.333,69.333,266.0,92.0,287.333,104.0,278.667,98.0,273.333,122.667,292.667,120.0,249.333,127.333,292.667,144.667
0505,59,back,310.667,67.333,316.0,78.667,295.333,74.667,327.333,79.333,282.0,83.333,327.333,69.333,266.667,92.0,286.667,103.333,278.667,98.0,273.333,122.667,292.667,119.333,252.0,128.667,292.667,144.667
0505,60,back,310.667,68.667,316.667,80.667,296.0,74.667,327.333,79.333,282.0,83.333,328.0,69.333,266.667,92.0,290.0,102.0,278.667,98.0,273.333,122.667,293.333,119.333,252.0,131.333,294.667,145.333
0505,61,back,311.333,68.667,316.667,80.667,296.0,74.667,327.333,79.333,282.0,83.333,328.667,69.333,267.333,92.0,289.333,101.333,278.667,98.0,273.333,122.667,293.333,119.333,251.333,132.667,294.667,146.0
0506,0,back,348.0,49.333,372.667,90.0,318.667,86.667,366.0,132.667,310.0,128.0,367.333,167.333,318.667,50.0,371.333,180.667,324.0,180.0,353.333,231.333,320.0,227.333,356.0,257.333,322.0,263.333
0506,1,back,345.333,49.333,368.667,89.333,316.667,86.667,363.333,132.667,308.0,126.667,364.667,167.333,316.0,50.0,367.333,180.0,320.667,178.0,352.0,230.0,317.333,225.333,353.333,257.333,319.333,263.333
0506,2,back,343.333,50.0,364.667,88.667,315.333,86.667,361.333,133.333,305.333,126.0,362.667,168.0,314.0,50.667,363.333,179.333,317.333,177.333,350.0,232.667,315.333,224.0,351.333,258.0,317.333,264.0
0506,3,back,341.333,51.333,361.333,90.667,313.333,86.0,359.333,134.667,306.0,125.333,360.667,169.333,312.0,52.0,360.667,178.667,314.667,176.0,348.667,232.667,312.667,221.333,349.333,259.333,315.333,265.333
0506,4,back,338.667,48.0,357.333,92.0,311.333,86.0,356.667,131.333,303.333,124.667,358.0,166.0,309.333,48.667,358.0,178.0,312.667,164.667,347.333,232.667,310.0,218.667,346.667,256.0,312.667,262.0
0506,5,back,338.0,52.0,354.0,92.0,313.333,88.667,356.0,135.333,301.722,124.0,357.333,170.0,308.667,52.667,357.333,166.667,311.333,164.0,345.333,231.333,307.333,218.0,346.0,260.0,312.0,266.0
0506,6,back,336.0,52.0,351.333,92.0,310.667,88.0,354.0,135.333,298.778,119.333,355.333,170.0,306.667,52.667,352.667,166.0,308.0,162.0,342.0,229.333,305.333,217.333,344.0,260.0,310.0,266.0
0506,7,back,334.667,52.667,352.667,95.333,308.667,86.667,352.667,136.0,296.5,115.333,354.0,170.667,305.333,53.333,346.667,177.333,302.667,160.667,338.667,227.333,302.0,216.667,342.667,260.667,308.667,266.667
0506,8,back,330.0,50.0,350.0,96.667,306.667,85.333,348.0,133.333,290.889,108.0,349.333,168.0,300.667,50.667,341.333,178.0,295.333,171.333,336.0,226.0,299.333,216.0,338.0,258.0,304.0,264.0
0506,9,back,330.0,52.667,346.0,96.0,303.333,83.333,348.0,136.0,289.944,106.0,349.333,170.667,300.667,53.333,336.0,176.667,292.0,170.0,330.667,220.667,296.667,214.0,338.0,260.667,302.0,262.0
0506,10,back,327.333,53.333,340.0,94.0,300.0,82.0,345.333,136.667,286.333,102.0,346.667,171.333,298.0,54.0,330.0,174.667,290.0,168.667,324.0,216.667,294.0,212.667,335.333,261.333,300.667,260.0
0506,11,back,324.0,52.667,336.667,93.333,296.667,80.667,342.0,136.0,282.056,96.667,343.333,170.667,294.667,53.333,324.667,173.333,288.0,168.0,318.667,212.0,292.667,212.0,331.333,253.333,301.333,259.333
0506,12,back,320.667,52.667,334.0,93.333,294.667,80.0,341.333,134.667,277.778,92.0,340.0,170.667,291.333,53.333,323.333,170.667,285.333,166.0,316.0,204.667,292.0,210.667,326.667,246.667,302.0,260.0
0506,13,back,317.333,52.667,332.0,91.333,291.333,78.667,340.0,133.333,273.5,87.333,342.667,168.667,288.0,53.333,319.333,167.333,284.0,162.0,314.0,199.333,291.333,206.667,322.0,244.667,303.333,260.667
0506,14,back,314.0,52.667,328.0,89.333,289.333,77.333,337.333,126.667,269.222,82.667,345.333,166.0,284.667,53.333,317.333,165.333,281.333,148.0,311.333,193.333,291.333,204.667,315.333,240.556,301.333,261.333
0506,15,back,311.333,54.0,324.667,92.0,282.667,76.667,335.333,122.0,265.611,79.333,347.333,162.0,282.0,54.667,315.333,162.667,280.0,146.667,309.111,192.667,292.0,206.667,309.333,237.778,299.333,261.333
0506,16,back,306.0,55.333,320.667,89.333,280.667,76.667,332.0,115.333,259.333,76.0,347.333,150.0,276.667,56.0,314.0,161.333,279.333,146.0,304.222,192.0,291.333,205.333,300.667,235.0,300.0,260.667
0506,17,back,301.333,56.0,316.667,86.667,278.667,75.333,332.667,113.333,263.333,66.0,346.0,139.333,276.667,44.0,313.333,150.667,278.667,145.333,300.0,190.667,290.667,211.333,292.667,231.556,301.333,260.667
0506,18,back,298.0,57.333,311.333,82.0,277.333,78.667,330.0,105.333,264.0,60.0,340.667,121.333,281.333,35.333,312.0,149.333,278.0,144.667,297.111,190.0,291.333,208.0,286.0,228.778,303.333,260.667
0506,19,back,295.333,58.667,308.0,79.333,274.667,79.333,326.667,96.0,268.0,56.0,337.333,110.667,283.333,34.0,310.0,146.667,276.0,144.667,294.889,189.333,290.0,206.0,280.0,226.0,302.667,258.0
0506,20,back,292.0,60.0,303.333,78.0,272.667,80.0,321.611,98.167,266.667,57.333,331.5,113.056,283.333,33.333,308.667,144.667,274.667,144.667,292.0,188.667,289.333,205.333,279.333,225.333,302.0,256.0
0506,21,back,290.0,61.333,300.0,78.0,271.333,81.333,317.889,100.333,264.0,59.333,327.0,115.444,279.333,38.0,306.667,143.333,272.0,144.667,290.444,188.0,285.333,202.667,281.333,225.333,301.333,253.333
0506,22,back,289.333,63.333,300.0,81.333,269.333,82.667,315.5,103.167,260.0,63.333,323.833,118.5,278.667,38.0,304.667,142.667,270.0,144.667,290.222,188.0,279.333,198.667,276.667,226.667,296.0,242.0
0506,23,back,289.333,66.0,299.333,82.667,268.0,84.0,313.778,106.667,258.0,64.0,321.333,122.222,275.333,40.667,302.0,142.0,266.667,153.333,290.667,188.667,274.0,198.0,280.0,226.667,292.0,228.0
0506,24,back,288.667,68.667,298.0,84.667,266.667,85.333,311.389,110.167,251.333,74.667,318.167,125.944,268.0,56.667,300.0,142.0,265.333,152.667,287.333,182.667,269.333,194.667,280.667,226.667,282.667,220.0
0506,25,back,290.0,65.333,298.0,87.333,267.333,84.0,311.0,107.667,246.667,82.667,317.0,123.667,264.0,62.0,298.0,141.333,264.0,143.333,286.0,180.667,265.333,191.333,282.667,230.667,274.667,216.0
0506,26,back,287.333,71.333,293.333,87.333,265.333,85.333,306.611,114.5,237.333,97.333,311.833,130.722,260.0,71.333,295.333,140.667,260.0,142.0,284.667,179.333,262.0,187.333,281.333,229.333,261.333,219.333
0506,27,back,286.0,72.667,292.667,91.333,264.0,87.333,303.556,116.667,236.0,100.667,308.0,133.111,248.667,93.333,292.0,140.667,256.667,141.333,282.0,181.333,258.667,185.333,280.0,228.667,259.333,214.0
0506,28,back,285.333,74.667,296.0,93.333,262.0,88.0,301.167,119.5,236.667,106.0,304.833,136.167,232.0,128.0,288.0,140.667,254.0,140.667,278.0,184.0,255.333,171.333,278.667,228.0,256.0,214.0
0506,29,back,284.667,76.0,294.667,96.0,259.333,92.667,298.778,121.667,238.667,110.0,301.667,138.556,230.667,134.667,282.667,144.667,250.0,140.667,275.333,182.667,252.667,172.0,277.333,227.333,252.667,210.667
0506,30,back,284.0,78.0,292.667,98.0,258.667,88.667,296.389,124.5,238.0,108.667,298.5,141.611,229.333,132.0,283.333,144.667,246.667,140.667,272.0,181.333,251.333,172.0,276.667,225.333,252.0,208.667
0506,31,back,281.333,75.333,289.333,97.333,259.333,86.0,292.0,122.667,237.333,106.0,293.333,140.0,226.667,126.667,276.0,147.333,244.667,138.667,268.0,180.667,248.667,170.667,275.333,218.0,251.333,208.0
0506,32,back,279.333,74.0,288.667,98.0,260.667,83.333,288.0,121.333,237.333,100.0,288.0,142.667,224.667,114.0,269.333,146.0,243.333,136.667,263.333,181.333,247.333,175.333,269.333,214.0,251.333,206.667
0506,33,back,278.667,72.667,287.333,100.0,260.667,82.0,285.333,124.667,238.0,94.0,285.333,155.333,218.0,108.667,266.0,145.333,241.333,140.0,257.333,178.0,245.333,175.333,265.333,209.333,250.667,206.0
0506,34,back,277.333,72.0,284.667,101.333,262.0,79.333,285.152,123.939,237.333,90.667,279.333,158.667,213.333,100.0,265.333,144.0,239.333,138.667,254.0,176.667,244.0,175.333,250.0,204.667,250.0,207.333
0506,35,back,277.333,71.333,285.333,103.333,262.0,78.0,286.303,123.212,234.0,87.333,281.333,156.667,210.667,92.667,264.667,142.667,238.0,138.667,250.0,176.0,245.0,175.133,240.0,204.0,249.333,201.333
0506,36,back,276.0,71.333,284.0,96.667,261.333,77.333,286.121,123.152,234.667,84.667,282.0,155.333,204.667,88.667,265.333,140.667,238.0,136.0,249.333,173.333,244.667,175.6,232.667,198.0,249.333,202.0
0506,37,back,275.333,68.0,282.0,99.333,260.667,77.333,286.606,119.758,232.0,82.667,283.333,150.667,204.667,85.333,266.667,138.667,238.667,134.0,250.667,170.667,245.0,172.733,225.333,192.667,250.0,205.333
0506,38,back,274.667,70.0,280.667,96.0,258.667,77.333,287.091,121.697,231.333,86.667,284.667,151.333,206.667,89.333,267.333,137.333,239.333,132.667,251.333,170.0,245.333,175.2,219.333,188.0,249.333,202.667
0506,39,back,273.333,69.333,282.0,95.333,257.333,77.333,286.909,120.97,231.333,87.333,285.333,149.333,206.667,89.333,268.667,135.333,240.0,131.333,252.0,170.0,245.0,175.0,218.0,185.333,249.333,203.333
0506,40,back,272.667,68.0,282.667,93.333,256.667,77.333,287.394,119.576,232.0,88.0,286.667,146.667,206.667,94.667,270.0,134.0,242.667,125.333,252.667,168.667,245.333,174.133,220.0,180.667,249.333,203.333
0506,41,back,271.333,66.0,282.667,90.667,256.0,76.667,287.212,117.515,232.667,87.333,287.333,143.333,208.0,98.667,272.667,128.0,243.333,124.0,252.0,168.667,245.0,172.6,223.333,178.0,250.667,204.667
0506,42,back,272.667,62.667,282.667,88.667,253.333,76.667,289.697,114.121,234.0,90.0,290.667,138.667,218.667,100.0,273.333,126.0,244.0,122.667,260.667,167.333,247.333,169.733,230.0,176.0,250.667,205.333
0506,43,back,272.0,60.667,282.667,84.667,252.667,76.667,290.182,112.061,234.667,92.0,292.0,135.333,223.333,108.667,274.667,124.667,244.667,122.0,264.667,166.667,247.667,168.2,235.333,176.0,250.667,205.333
0506,44,back,271.333,58.0,282.667,82.0,255.333,76.0,290.667,109.333,235.333,94.0,293.333,131.333,227.333,117.333,274.667,124.0,245.333,122.0,268.667,166.0,248.0,166.0,241.333,176.667,250.667,206.0
0506,45,back,271.333,56.0,282.667,80.0,255.333,76.0,294.0,110.667,237.333,96.667,295.333,128.0,227.333,115.333,274.667,123.333,246.0,122.0,273.333,165.333,246.667,160.667,250.667,178.667,250.0,205.333
0506,46,back,272.0,55.333,283.333,78.667,254.667,73.333,294.0,110.667,238.667,94.667,298.0,126.0,228.0,114.667,274.667,123.333,246.667,122.0,278.667,165.333,248.0,161.333,257.333,192.667,250.667,205.333
0506,47,back,272.667,54.0,284.0,78.0,255.333,76.0,294.0,110.667,242.0,96.667,300.0,130.0,228.667,113.333,274.667,123.333,248.0,122.0,282.0,162.0,249.333,160.667,270.667,196.667,250.667,206.0
0507,0,back,372.667,18.667,422.667,93.333,324.667,71.333,386.0,132.667,310.667,168.0,382.0,166.0,296.667,122.667,424.667,252.667,322.667,250.667,344.667,199.333,302.667,187.333,361.333,203.333,331.333,204.0
0507,1,back,369.333,12.667,415.333,91.333,318.667,68.0,382.667,126.667,304.0,162.0,378.667,160.0,293.333,116.667,413.333,248.0,314.667,246.667,341.333,193.333,299.333,181.333,358.0,197.333,328.0,198.0
0507,2,back,361.333,13.333,408.0,89.333,313.333,64.667,374.667,127.333,298.0,156.667,370.667,160.667,285.333,117.333,400.667,210.0,310.0,206.667,333.333,194.0,291.333,182.0,350.0,198.0,320.0,198.667
0507,3,back,357.333,18.667,400.667,88.0,308.0,61.333,370.667,132.667,291.333,150.667,366.667,166.0,281.333,122.667,391.333,205.333,304.0,202.0,329.333,199.333,287.333,187.333,346.0,203.333,316.0,204.0
0507,4,back,352.667,18.667,393.333,86.0,304.0,60.667,366.0,132.667,286.667,144.667,362.0,166.0,276.667,122.667,382.0,200.667,298.0,197.333,324.667,199.333,282.667,187.333,341.333,203.333,311.333,204.0
0507,5,back,348.0,18.667,386.667,84.667,302.0,60.667,361.333,132.667,281.333,140.0,357.333,166.0,272.0,122.667,373.333,196.667,292.667,192.667,320.0,199.333,278.0,187.333,336.667,203.333,306.667,204.0
0507,6,back,343.333,20.0,380.667,82.667,298.0,60.667,356.667,134.0,277.333,136.667,352.667,167.333,267.333,124.0,366.667,195.333,288.0,190.0,315.333,200.667,273.333,188.667,332.0,204.667,302.0,205.333
0507,7,back,339.333,21.333,375.333,81.333,294.0,61.333,352.667,135.333,274.0,135.333,348.667,168.667,263.333,125.333,360.667,194.0,284.0,188.0,311.333,202.0,269.333,190.0,328.0,206.0,298.0,206.667
0507,8,back,335.333,22.667,370.667,82.0,288.0,60.0,348.667,136.667,271.333,134.667,344.667,170.0,259.333,126.667,354.667,192.667,280.667,186.0,307.333,203.333,265.333,191.333,324.0,207.333,294.0,208.0
0507,9,back,330.667,24.0,366.0,82.667,284.667,60.0,344.0,138.0,268.667,133.333,340.0,171.333,254.667,128.0,348.667,191.333,276.667,184.0,302.667,204.667,260.667,192.667,319.333,208.667,289.333,209.333
0507,10,back,326.667,26.0,362.0,84.0,281.333,60.0,340.0,140.0,264.667,130.0,336.0,173.333,250.667,130.0,342.667,190.667,272.667,182.667,298.667,206.667,256.667,194.667,315.333,210.667,285.333,211.333
0507,11,back,323.333,26.0,356.667,86.667,278.667,61.333,336.667,140.0,261.333,131.333,332.667,173.333,247.333,130.0,336.0,189.333,268.0,180.667,295.333,206.667,253.333,194.667,312.0,210.667,282.0,211.333
0507,12,back,320.667,30.0,352.0,89.333,278.667,65.333,334.0,144.0,257.333,131.333,330.0,177.333,244.667,134.0,329.333,188.0,263.333,179.333,292.667,210.667,250.667,198.667,309.333,214.667,279.333,215.333
0507,13,back,317.333,33.333,348.667,91.333,276.667,67.333,330.667,147.333,254.667,131.333,326.667,180.667,241.333,137.333,323.333,187.333,258.667,178.0,289.333,214.0,247.333,202.0,306.0,218.0,276.0,218.667
0507,14,back,316.667,38.667,344.667,93.333,274.0,69.333,330.0,152.667,252.0,129.333,326.0,186.0,240.667,142.667,316.667,186.667,254.0,176.667,288.667,219.333,246.667,207.333,305.333,223.333,275.333,224.0
0507,15,back,314.667,42.0,342.0,96.0,270.0,68.667,328.0,156.0,248.667,129.333,324.0,189.333,238.667,146.0,310.0,186.0,249.333,176.0,286.667,222.667,244.667,210.667,303.333,226.667,273.333,227.333
0507,16,back,310.667,44.667,337.333,98.0,268.0,70.667,324.0,158.667,244.667,129.333,320.0,192.0,234.667,148.667,305.333,184.0,246.0,173.333,282.667,225.333,240.667,213.333,299.333,229.333,269.333,230.0
0507,17,back,307.333,46.667,334.0,100.0,265.333,72.667,320.667,160.667,241.333,130.0,316.667,194.0,231.333,150.667,301.333,182.0,243.333,170.667,279.333,227.333,237.333,215.333,296.0,231.333,266.0,232.0
0507,18,back,301.333,50.667,330.0,102.0,263.333,74.667,314.667,164.667,238.0,131.333,310.667,198.0,225.333,154.667,297.333,180.0,240.0,168.0,273.333,231.333,231.333,219.333,290.0,235.333,260.0,236.0
0507,19,back,298.667,52.0,326.667,102.667,260.667,76.667,312.0,166.0,234.667,130.0,308.0,199.333,222.667,156.0,292.667,178.667,237.333,165.333,270.667,232.667,228.667,220.667,287.333,236.667,257.333,237.333
0507,20,back,298.667,53.333,324.0,106.0,260.667,76.667,312.0,167.333,232.0,132.667,308.0,200.667,222.667,157.333,288.667,177.333,234.667,163.333,270.667,234.0,228.667,222.0,287.333,238.0,257.333,238.667
0507,21,back,297.333,54.667,314.667,99.333,256.667,78.667,311.333,167.333,228.0,131.333,306.667,203.333,221.333,158.667,285.333,172.0,232.0,158.0,268.667,232.667,229.333,219.333,286.0,239.333,256.0,240.0
0507,22,back,294.0,58.0,316.667,103.333,258.667,78.667,309.333,164.667,224.0,130.0,306.0,196.667,218.0,162.0,282.0,166.667,229.333,153.333,269.333,240.667,228.667,217.333,282.667,242.667,252.667,243.333
0507,23,back,292.667,59.333,313.333,101.333,258.0,79.333,308.0,162.667,220.667,129.333,305.333,196.0,216.667,163.333,279.333,161.333,226.667,148.0,268.667,240.0,228.667,215.333,281.333,244.0,251.333,244.667
0507,24,back,291.333,61.333,310.0,99.333,257.333,80.0,304.667,156.667,216.667,128.0,305.333,196.0,215.333,165.333,276.0,156.0,224.0,143.333,268.0,239.333,228.0,214.0,280.0,246.0,250.0,246.667
0507,25,back,290.0,62.667,310.667,99.333,257.333,80.667,302.0,150.667,217.0,127.0,304.0,204.0,214.0,166.667,272.667,150.667,220.0,156.667,266.667,236.667,226.667,212.0,278.667,247.333,248.667,248.0
0507,26,back,284.0,64.667,304.667,96.667,256.667,80.0,300.667,135.333,212.667,126.667,306.0,179.333,208.0,168.667,270.0,148.667,219.333,138.0,265.333,234.0,226.0,210.667,272.667,249.333,242.667,250.0
0507,27,back,280.0,66.667,298.667,93.333,252.551,81.739,301.333,123.333,211.333,126.667,302.667,164.0,205.333,165.333,266.667,147.333,218.0,138.0,264.0,232.0,225.333,210.0,268.667,251.333,238.667,252.0
0507,28,back,276.0,68.667,292.0,89.333,248.435,83.478,296.667,111.333,207.333,126.667,297.451,163.843,204.667,165.333,264.0,145.333,216.0,137.333,262.667,229.333,224.667,209.333,264.667,253.333,234.667,254.0
0507,29,back,276.0,69.333,290.667,91.556,248.319,83.884,295.5,111.5,209.778,124.611,296.235,162.353,206.333,161.167,260.667,144.0,214.0,137.333,261.333,212.667,223.333,209.333,264.667,254.0,234.667,254.667
0507,30,back,268.667,68.667,282.0,92.444,240.87,82.957,287.0,110.333,204.889,121.222,287.686,159.529,200.667,155.667,259.333,140.667,209.333,149.333,258.0,212.667,222.0,210.0,257.333,253.333,227.333,254.0
0507,31,back,268.667,67.333,280.667,92.667,240.754,81.362,285.833,108.5,207.333,117.167,286.471,156.039,202.333,149.5,256.667,137.333,207.333,148.0,257.333,208.0,220.0,210.0,257.333,252.0,227.333,252.667
0507,32,back,268.0,68.667,279.333,90.667,239.971,82.435,284.0,109.333,209.111,115.778,284.588,155.216,203.333,146.0,254.667,134.667,206.0,146.667,257.333,203.333,218.667,210.667,256.667,253.333,226.667,254.0
0507,33,back,266.667,70.0,278.667,90.0,238.522,83.507,281.5,110.167,210.222,114.389,282.039,154.392,203.667,142.5,252.0,134.0,204.667,145.333,254.667,209.333,217.333,209.333,255.333,254.667,225.333,255.333
0507,34,back,262.0,70.0,277.333,89.333,233.739,83.246,275.667,109.667,208.0,111.667,276.157,152.235,200.667,137.667,249.333,134.0,204.0,145.333,252.667,204.0,216.0,212.0,250.667,254.667,220.667,255.333
0507,35,back,262.0,71.333,276.667,89.333,233.623,84.319,274.5,110.5,210.444,110.278,274.941,151.412,202.333,134.167,246.667,134.0,203.333,144.667,250.0,199.333,214.667,207.333,243.333,246.0,220.667,256.667
0507,36,back,260.667,73.333,276.0,89.333,232.174,86.058,272.0,112.0,211.556,109.556,272.392,151.255,202.667,131.333,245.333,136.667,202.0,146.0,249.333,198.0,215.333,203.333,240.667,244.0,219.333,258.667
0507,37,back,259.333,75.333,276.0,90.0,230.725,87.797,269.5,113.5,212.667,108.833,269.843,151.098,203.0,128.5,244.667,139.333,201.333,148.667,248.0,196.667,215.333,199.333,240.667,242.667,218.0,232.667
0507,38,back,258.0,78.0,276.667,90.667,229.275,90.203,267.0,115.667,213.778,108.778,267.294,151.608,203.333,126.333,243.333,141.333,200.667,152.0,247.333,196.0,216.0,195.333,240.0,240.667,218.0,231.333
0507,39,back,256.0,80.667,276.0,94.667,227.159,92.609,263.833,117.833,214.222,108.722,264.078,152.118,203.0,124.167,242.667,144.667,200.667,153.333,244.0,190.667,216.0,191.333,240.0,245.333,218.667,228.667
0507,40,back,253.333,84.0,274.0,98.0,224.377,95.681,260.0,120.667,214.0,109.333,260.196,153.294,202.0,122.667,241.333,146.0,200.667,155.333,242.667,189.333,216.667,189.333,238.0,238.0,219.333,220.667
0507,41,back,252.667,83.333,274.0,99.333,223.594,94.754,258.167,119.5,210.0,108.0,258.314,150.471,194.0,120.667,240.0,145.333,200.667,154.0,245.333,190.0,214.667,182.667,238.0,242.0,220.667,223.333
0507,42,back,256.0,80.0,275.333,98.667,226.812,91.159,260.333,115.667,206.667,106.0,260.431,144.98,190.0,120.0,238.667,144.0,201.333,153.333,242.667,189.333,213.333,181.333,237.333,241.333,220.667,220.0
0507,43,back,263.333,79.333,272.667,95.333,234.029,90.232,266.5,114.5,202.0,106.0,266.549,142.157,186.0,119.333,237.333,144.0,201.333,152.0,240.0,189.333,212.0,180.0,236.0,240.0,220.667,218.667
0507,44,back,264.667,80.667,269.333,97.333,235.246,91.304,266.667,115.333,200.0,104.667,266.667,141.333,178.667,119.333,236.0,143.333,200.667,150.667,238.0,188.0,213.123,182.667,235.333,238.0,221.333,216.667
0507,45,back,264.667,77.333,270.667,98.0,235.13,87.71,266.667,131.333,202.0,100.667,265.333,158.667,180.0,117.333,235.333,142.0,200.667,149.333,236.667,186.667,212.912,180.667,232.0,229.333,221.333,216.667
0507,46,back,265.333,74.667,271.333,98.667,235.681,84.783,265.333,135.333,203.333,97.333,265.333,156.0,181.333,113.333,235.333,140.667,200.667,144.667,226.667,188.667,213.368,179.333,229.333,226.0,222.0,216.667
0507,47,back,265.333,71.333,272.0,98.667,235.565,81.188,264.667,132.667,204.0,94.667,265.333,158.667,182.667,110.667,235.333,138.667,200.667,140.0,223.333,187.333,213.158,177.333,224.0,219.333,223.333,215.333
0507,48,back,266.0,68.0,272.0,98.667,236.116,77.594,264.0,135.333,204.667,91.333,265.333,162.0,184.667,108.667,236.0,136.667,201.333,137.333,219.333,186.0,213.614,175.333,215.333,215.333,224.667,214.667
0507,49,back,266.667,65.333,272.667,98.667,236.667,74.667,263.5,134.292,206.0,88.0,264.875,161.167,186.667,106.667,236.667,135.333,201.333,134.0,216.0,184.667,214.07,174.0,197.333,220.667,226.0,213.333
0507,50,back,269.333,64.0,273.333,99.333,238.0,74.0,265.0,134.583,208.0,84.667,266.417,161.667,188.667,104.667,237.333,133.333,202.0,131.333,212.667,184.0,216.526,174.0,187.333,212.667,226.0,213.333
0507,51,back,272.0,62.667,269.333,102.0,243.333,75.333,266.5,134.875,210.667,82.667,267.958,162.167,190.0,100.667,237.333,132.667,203.333,129.333,210.0,180.667,218.982,174.0,182.667,194.667,226.0,213.333
0507,52,back,274.667,61.333,272.667,94.667,246.667,74.0,268.0,135.167,213.333,80.0,269.5,162.667,191.333,96.667,238.0,131.333,204.667,127.333,208.667,184.0,221.439,174.0,180.0,192.667,226.0,213.333
0507,53,back,275.333,60.0,274.0,90.667,250.0,72.0,267.5,135.458,215.333,78.0,269.042,163.167,194.0,91.333,238.667,130.667,206.0,126.0,207.333,184.667,221.895,174.0,171.333,188.0,224.667,208.667
0507,54,back,277.333,58.667,275.333,88.667,252.0,71.333,268.333,135.75,217.333,76.0,269.917,163.667,196.0,87.333,239.333,130.0,208.0,124.667,208.0,183.333,223.684,174.0,176.667,186.667,226.0,213.333
0507,55,back,277.333,57.333,277.333,87.333,253.333,70.0,267.167,136.042,218.0,76.0,268.792,164.167,196.667,87.333,240.667,129.333,209.333,123.333,213.333,180.667,223.474,174.0,172.0,186.667,225.333,208.0
0507,56,back,278.0,56.667,278.667,86.667,252.667,69.333,266.667,137.0,218.0,75.333,268.333,165.333,196.0,88.0,242.667,129.333,210.667,122.667,218.0,178.667,223.93,174.667,178.0,187.333,225.333,208.0
0507,57,back,278.667,56.0,279.333,86.0,250.0,67.333,266.167,137.958,218.667,75.333,267.875,166.5,196.0,89.333,244.667,129.333,212.0,122.667,222.667,178.0,224.386,175.333,184.0,189.333,224.667,208.667
0507,58,back,279.333,54.667,280.667,85.333,248.667,66.667,265.667,138.25,218.0,75.333,267.417,167.0,196.0,90.667,246.667,128.667,213.333,123.333,228.0,178.0,224.842,175.333,190.667,191.333,224.667,208.667
0507,59,back,279.333,54.0,282.0,84.667,248.0,66.667,264.5,139.208,218.0,75.333,266.292,168.167,196.0,91.333,249.333,128.667,214.667,124.0,233.333,177.333,224.632,176.0,197.333,193.333,224.0,209.333
0507,60,back,280.0,53.333,283.333,84.667,248.0,66.0,264.0,140.167,217.333,75.333,265.833,169.333,199.333,89.333,251.333,129.333,216.0,124.667,240.0,176.667,225.088,176.667,204.0,195.333,226.0,213.333
0507,61,back,280.667,52.0,285.333,84.0,249.333,65.333,263.5,140.458,217.333,76.0,265.375,169.833,199.333,90.0,255.333,128.667,221.333,116.667,246.667,176.0,225.544,176.667,202.667,196.667,226.0,213.333
0507,62,back,280.667,51.333,288.0,83.333,250.667,65.333,262.333,141.417,216.667,76.0,264.25,171.0,200.0,91.333,259.333,128.667,224.667,117.333,253.333,175.333,225.333,177.333,216.0,197.333,226.0,213.333
0507,63,back,281.333,50.667,290.667,82.667,252.0,65.333,261.833,142.375,217.333,76.0,263.792,172.167,197.333,94.0,263.333,128.667,227.333,118.0,262.0,172.667,226.667,169.333,230.667,202.0,226.0,213.333
0507,64,back,282.0,50.0,293.333,82.667,254.0,65.333,261.333,143.333,218.667,76.0,263.333,173.333,199.333,94.667,268.0,134.0,230.0,118.667,270.667,170.0,218.0,186.0,243.333,200.0,226.0,213.333
0508,0,back,187.333,49.333,208.667,94.0,146.0,87.333,210.0,149.333,129.333,128.0,206.667,174.667,98.667,149.333,203.333,170.0,134.0,161.333,190.0,249.333,154.0,246.0,169.333,256.0,156.667,258.0
0508,1,back,188.0,49.333,209.333,94.0,147.333,86.0,210.0,147.333,130.0,128.0,207.333,174.667,99.333,149.333,202.667,168.667,134.0,160.0,190.0,247.333,154.667,244.667,170.0,256.0,157.333,258.0
0508,2,back,187.333,50.667,209.333,94.0,148.667,84.667,210.667,145.333,129.333,129.333,206.667,176.0,98.667,150.667,202.0,167.333,134.667,158.667,190.0,245.333,156.0,244.0,169.333,257.333,156.667,259.333
0508,3,back,188.667,50.667,210.0,93.333,150.0,84.0,214.0,137.333,130.667,129.333,208.0,176.0,100.0,150.667,202.0,166.0,135.333,158.0,190.0,244.0,156.667,242.667,170.667,257.333,158.0,259.333
0508,4,back,189.333,51.333,210.667,93.333,152.0,83.333,214.667,136.0,131.333,130.0,208.667,176.667,100.667,151.333,201.333,164.667,135.333,156.667,190.0,242.0,158.0,242.0,171.333,258.0,158.667,260.0
0508,5,back,190.667,51.333,210.667,93.333,153.333,82.0,216.0,136.0,132.667,130.0,210.0,176.667,102.0,151.333,201.333,164.0,136.0,156.0,190.667,240.667,159.333,241.333,172.667,258.0,160.0,260.0
0508,6,back,191.333,51.333,211.333,93.333,154.667,81.333,216.667,136.0,133.333,130.0,210.667,176.667,102.667,151.333,200.667,162.667,136.0,154.667,190.0,238.667,160.0,239.333,173.333,258.0,160.667,260.0
