Sequence_ID,Frame,Head_x,Head_y,L_Sho_x,L_Sho_y,R_Sho_x,R_Sho_y,L_Elb_x,L_Elb_y,R_Elb_x,R_Elb_y,L_Wri_x,L_Wri_y,R_Wri_x,R_Wri_y,L_Hip_x,L_Hip_y,R_Hip_x,R_Hip_y,L_Kne_x,L_Kne_y,R_Kne_x,R_Kne_y,L_Ank_x,L_Ank_y,R_Ank_x,R_Ank_y
1379,12,335.25,207.75,294.0,213.75,376.5,213.75,246.0,215.25,279.0,185.25,255.0,258.75,415.5,258.75,208.5,229.5,225.0,199.5,119.25,212.25,144.0,196.5,65.25,195.75,101.25,185.25
1379,13,335.25,207.0,293.25,211.5,377.25,211.5,246.0,215.25,279.75,184.5,255.0,258.75,415.5,258.75,207.75,229.5,225.0,198.75,119.25,211.5,144.75,198.0,65.25,195.0,101.25,184.5
1379,14,336.0,206.25,292.5,206.25,379.5,206.25,246.0,215.25,280.5,183.75,255.75,258.0,416.25,258.0,207.75,226.5,225.0,198.0,119.25,210.75,144.75,197.25,65.25,195.0,101.25,184.5
1379,15,336.0,205.5,294.75,204.75,377.25,204.75,246.0,215.25,281.25,183.0,255.75,258.0,416.25,258.0,207.0,224.25,224.25,195.0,119.25,210.0,144.75,195.75,65.25,194.25,101.25,183.75
1379,16,336.75,204.75,292.5,199.5,381.0,199.5,246.75,215.25,426.75,215.25,255.75,258.0,417.75,258.0,207.0,222.0,223.5,192.75,120.0,210.0,144.75,195.0,69.75,195.0,102.0,183.75
1379,17,335.25,195.0,291.75,197.25,378.75,197.25,246.75,214.5,423.75,214.5,255.75,258.0,414.75,258.0,207.0,217.5,223.5,189.0,119.25,207.75,144.75,193.5,69.0,194.25,102.0,183.0
1379,18,333.75,185.25,292.5,188.25,375.0,188.25,247.5,213.75,420.0,213.75,256.5,258.0,411.0,258.0,207.0,213.0,222.0,186.0,119.25,205.5,144.0,189.75,69.0,194.25,102.0,183.0
1379,19,333.0,176.25,291.75,181.5,374.25,181.5,248.25,213.0,417.75,213.0,256.5,257.25,409.5,257.25,207.75,209.25,222.0,183.0,119.25,203.25,144.0,187.5,69.75,193.5,102.0,182.25
1379,20,331.5,166.5,291.0,175.5,372.0,175.5,248.25,213.0,414.75,213.0,257.25,257.25,283.5,219.75,207.75,204.75,222.0,180.75,119.25,201.0,144.0,186.0,69.75,192.75,102.0,181.5
1379,21,330.0,156.75,290.25,169.5,369.75,169.5,249.0,212.25,411.0,212.25,257.25,257.25,283.5,219.75,207.75,201.0,452.25,201.0,120.0,199.5,144.75,184.5,69.75,192.0,102.0,181.5
1379,22,329.25,159.75,289.5,164.25,369.0,164.25,252.0,210.75,406.5,210.75,258.75,261.0,284.25,219.75,208.5,197.25,450.0,197.25,120.0,198.0,144.75,183.0,69.75,192.0,102.0,180.75
1379,23,328.5,151.5,288.75,159.75,368.25,159.75,254.25,209.25,402.75,209.25,258.75,261.0,284.25,219.0,208.5,195.0,448.5,195.0,120.0,196.5,145.5,182.25,69.75,192.0,102.0,180.0
1379,24,327.75,147.75,288.75,154.5,366.75,154.5,257.25,208.5,398.25,208.5,259.5,261.0,285.0,219.0,208.5,192.0,447.0,192.0,119.25,198.0,144.75,183.0,70.5,192.0,102.0,179.25
1379,25,327.0,144.0,288.75,150.0,365.25,150.0,260.25,207.0,393.75,207.0,259.5,260.25,285.0,219.0,208.5,189.75,445.5,189.75,119.25,196.5,144.0,180.0,70.5,192.0,102.0,178.5
1379,26,326.25,140.25,288.75,147.75,363.75,147.75,263.25,206.25,287.25,195.75,260.25,260.25,285.75,219.0,208.5,186.75,444.0,186.75,120.0,195.75,144.75,179.25,70.5,192.0,102.0,178.5
1379,27,327.0,139.5,289.5,149.25,364.5,149.25,263.25,206.25,287.25,196.5,260.25,260.25,285.75,219.0,209.25,188.25,444.75,188.25,121.5,195.75,144.75,179.25,71.25,192.0,102.0,178.5
1380,1,366.0,221.25,335.25,234.75,396.75,234.75,327.75,287.25,404.25,287.25,336.0,336.75,396.0,336.75,235.5,258.0,221.25,245.25,160.5,291.75,571.5,291.75,77.25,309.0,76.5,298.5
1380,2,366.75,224.25,335.25,236.25,398.25,236.25,327.0,288.0,406.5,288.0,336.0,337.5,397.5,337.5,235.5,259.5,220.5,246.0,160.5,291.75,573.0,291.75,77.25,309.0,76.5,297.75
1380,3,367.5,227.25,335.25,237.0,399.75,237.0,327.0,290.25,408.0,290.25,336.0,338.25,399.0,338.25,235.5,261.0,221.25,246.75,160.5,292.5,574.5,292.5,77.25,309.0,76.5,297.75
1380,4,369.0,231.0,336.0,239.25,402.0,239.25,327.0,290.25,411.0,290.25,336.75,338.25,401.25,338.25,236.25,262.5,221.25,247.5,160.5,293.25,577.5,293.25,77.25,309.0,76.5,297.75
1380,5,364.5,236.25,336.0,240.75,393.0,240.75,326.25,291.0,402.75,291.0,336.75,339.0,392.25,339.0,236.25,264.0,222.0,248.25,160.5,294.0,568.5,294.0,78.0,309.0,76.5,297.75
1380,6,365.25,238.5,334.5,240.75,396.0,240.75,326.25,294.0,404.25,294.0,339.0,338.25,391.5,338.25,237.0,266.25,222.0,249.75,160.5,294.75,570.0,294.75,78.75,309.75,76.5,297.75
1380,7,366.75,244.5,335.25,243.75,398.25,243.75,324.75,291.0,408.75,291.0,336.75,339.0,396.75,339.0,237.75,267.75,223.5,252.0,160.5,295.5,573.0,295.5,78.75,309.75,77.25,297.0
1380,8,368.25,250.5,336.75,246.75,399.75,246.75,324.75,291.0,411.75,291.0,336.75,339.0,399.75,339.0,238.5,270.0,224.25,253.5,160.5,296.25,576.0,296.25,78.75,309.75,78.0,297.0
1380,9,369.75,256.5,338.25,250.5,401.25,250.5,324.75,291.75,414.75,291.75,337.5,338.25,402.0,338.25,239.25,272.25,226.5,255.75,161.25,297.75,578.25,297.75,79.5,309.75,78.75,297.0
1380,10,377.25,258.75,339.0,254.25,318.0,238.5,324.0,291.75,430.5,291.75,337.5,337.5,417.0,337.5,239.25,275.25,226.5,258.0,160.5,297.75,594.0,297.75,78.0,309.75,78.75,297.0
1380,11,378.75,263.25,339.75,258.75,319.5,242.25,324.0,291.75,433.5,291.75,337.5,337.5,420.0,337.5,239.25,278.25,227.25,260.25,160.5,298.5,597.0,298.5,78.75,310.5,78.75,297.0
1380,12,378.75,268.5,339.75,261.0,321.0,245.25,324.0,291.75,433.5,291.75,338.25,336.75,419.25,336.75,240.0,279.0,228.0,261.75,160.5,299.25,597.0,299.25,78.75,310.5,78.75,297.0
1380,13,372.75,276.0,342.0,264.0,321.75,249.0,323.25,292.5,422.25,292.5,338.25,337.5,407.25,337.5,240.75,279.75,228.75,264.0,160.5,300.0,585.0,300.0,78.75,310.5,78.75,297.75
1380,14,373.5,279.0,342.75,267.75,323.25,252.0,322.5,296.25,424.5,296.25,338.25,337.5,408.75,337.5,241.5,281.25,229.5,266.25,159.75,304.5,587.25,304.5,78.75,310.5,79.5,297.75
1380,15,373.5,282.75,343.5,270.75,324.0,255.0,323.25,294.75,423.75,294.75,338.25,338.25,408.75,338.25,242.25,282.75,230.25,267.75,159.75,305.25,587.25,305.25,78.75,310.5,79.5,297.75
1380,16,374.25,288.0,345.0,273.0,325.5,258.75,322.5,296.25,284.25,269.25,338.25,337.5,410.25,337.5,243.0,284.25,231.0,270.0,159.75,306.0,159.0,290.25,78.75,309.0,80.25,297.75
1380,17,375.0,291.0,346.5,275.25,326.25,260.25,322.5,297.0,284.25,268.5,338.25,337.5,411.75,337.5,243.75,285.75,231.75,271.5,159.0,306.0,159.75,288.75,79.5,309.0,81.0,297.75
1380,18,377.25,288.0,348.0,274.5,327.0,261.0,324.0,298.5,282.75,268.5,338.25,337.5,416.25,337.5,243.75,287.25,231.75,273.0,159.0,306.0,159.75,288.75,81.0,309.0,81.0,297.0
1380,19,378.0,289.5,348.75,276.0,327.75,262.5,324.0,299.25,283.5,269.25,338.25,337.5,417.75,337.5,244.5,288.75,231.75,273.0,159.0,306.0,159.75,288.75,81.75,309.0,81.75,297.0
1380,20,378.0,291.0,350.25,277.5,328.5,263.25,324.0,299.25,283.5,270.0,338.25,337.5,417.75,337.5,245.25,290.25,231.75,273.0,161.25,303.0,159.75,289.5,81.75,308.25,81.75,297.0
1380,21,378.0,291.0,350.25,278.25,329.25,264.0,324.0,300.0,284.25,270.0,338.25,337.5,417.75,337.5,245.25,290.25,231.75,273.0,162.0,306.75,160.5,290.25,78.75,309.0,81.75,297.0
1380,22,375.0,295.5,348.75,282.0,328.5,263.25,324.0,299.25,283.5,270.0,338.25,337.5,411.75,337.5,244.5,289.5,231.0,272.25,162.0,306.0,160.5,289.5,82.5,308.25,81.75,296.25
1380,23,374.25,294.0,348.75,280.5,327.75,261.75,324.75,297.75,283.5,269.25,338.25,337.5,410.25,337.5,244.5,288.75,231.0,272.25,162.0,306.75,160.5,288.75,81.75,308.25,81.75,296.25
1380,24,375.0,292.5,348.0,278.25,327.75,261.0,324.75,297.0,283.5,269.25,338.25,337.5,411.75,337.5,244.5,288.0,231.0,271.5,162.0,306.75,161.25,288.0,81.75,308.25,82.5,296.25
1380,25,374.25,291.75,348.0,276.75,327.0,260.25,323.25,293.25,283.5,269.25,338.25,337.5,410.25,337.5,243.75,287.25,231.0,271.5,162.0,306.75,161.25,287.25,81.75,308.25,82.5,296.25
1380,26,374.25,290.25,348.0,275.25,327.0,259.5,324.0,293.25,424.5,293.25,338.25,337.5,410.25,337.5,243.75,286.5,230.25,270.75,162.0,306.75,162.0,286.5,81.75,308.25,82.5,296.25
1380,27,374.25,288.0,347.25,273.0,326.25,257.25,324.0,293.25,424.5,293.25,338.25,337.5,410.25,337.5,243.75,285.0,230.25,270.75,162.0,306.0,161.25,286.5,81.0,308.25,82.5,296.25
1380,28,375.0,285.75,346.5,270.75,326.25,255.0,324.0,293.25,426.0,293.25,338.25,337.5,411.75,337.5,243.0,284.25,229.5,270.0,162.75,306.0,161.25,286.5,81.0,308.25,82.5,296.25
1380,29,375.0,282.75,346.5,268.5,326.25,253.5,324.0,294.0,426.0,294.0,338.25,337.5,411.75,337.5,243.0,282.75,228.75,267.75,162.75,305.25,158.25,286.5,81.0,308.25,81.75,295.5
1380,30,375.0,279.0,345.75,266.25,325.5,251.25,324.75,294.75,425.25,294.75,338.25,337.5,411.75,337.5,243.0,282.0,228.75,266.25,162.75,304.5,157.5,285.75,81.0,308.25,81.75,295.5
1380,31,374.25,276.0,345.75,264.0,324.75,249.0,325.5,294.75,423.0,294.75,338.25,337.5,410.25,337.5,242.25,280.5,228.0,264.75,163.5,303.75,157.5,285.75,81.0,308.25,81.75,295.5
1380,32,373.5,270.75,344.25,261.0,323.25,246.0,326.25,294.75,420.75,294.75,338.25,337.5,408.75,337.5,241.5,279.0,227.25,263.25,162.0,302.25,159.75,285.0,80.25,307.5,81.75,295.5
1380,33,373.5,265.5,343.5,258.75,321.75,243.75,327.0,294.0,420.0,294.0,338.25,337.5,408.75,337.5,240.75,276.75,226.5,262.5,161.25,301.5,159.0,284.25,80.25,307.5,81.75,295.5
1380,34,372.0,260.25,342.75,256.5,320.25,241.5,327.0,294.0,417.0,294.0,338.25,337.5,405.75,337.5,240.0,275.25,225.75,260.25,157.5,300.0,159.0,284.25,79.5,307.5,81.75,295.5
1380,35,370.5,255.0,341.25,253.5,318.75,238.5,327.75,294.0,413.25,294.0,338.25,337.5,300.75,311.25,239.25,273.0,225.0,259.5,157.5,299.25,157.5,282.75,79.5,307.5,81.75,295.5
1380,36,369.75,251.25,340.5,251.25,318.0,235.5,328.5,294.0,411.0,294.0,338.25,337.5,300.75,311.25,238.5,271.5,225.0,257.25,156.75,298.5,582.75,298.5,78.75,308.25,81.0,295.5
1380,37,368.25,247.5,338.25,246.0,318.0,232.5,328.5,293.25,408.0,293.25,338.25,337.5,300.75,311.25,237.75,270.0,224.25,255.75,156.75,298.5,579.75,298.5,74.25,309.75,80.25,295.5
1380,38,367.5,243.75,339.0,246.75,316.5,230.25,327.75,293.25,407.25,293.25,338.25,337.5,300.75,311.25,237.0,267.75,222.75,254.25,156.0,297.75,579.0,297.75,73.5,309.75,79.5,295.5
1380,39,366.0,240.0,337.5,245.25,316.5,226.5,328.5,292.5,403.5,292.5,338.25,337.5,300.75,311.25,236.25,267.0,222.0,252.75,156.0,297.75,576.0,297.75,73.5,309.75,78.75,295.5
1380,40,365.25,236.25,336.75,243.0,315.0,224.25,327.75,292.5,402.75,292.5,338.25,337.5,300.75,311.25,235.5,264.75,221.25,250.5,156.0,297.0,574.5,297.0,72.75,309.0,78.75,295.5
1380,41,363.75,233.25,336.0,240.75,315.0,222.0,327.75,292.5,399.75,292.5,338.25,337.5,300.75,311.25,234.75,264.0,221.25,249.0,156.75,294.0,570.75,294.0,72.75,309.0,78.0,295.5
1380,42,363.0,231.0,336.0,239.25,314.25,220.5,328.5,292.5,397.5,292.5,338.25,337.5,300.75,311.25,234.0,262.5,221.25,247.5,156.0,293.25,570.0,293.25,72.75,309.0,77.25,295.5
1380,43,363.0,228.75,335.25,238.5,313.5,219.0,327.75,294.0,398.25,294.0,338.25,337.5,300.75,311.25,233.25,261.75,220.5,246.75,156.0,292.5,570.0,292.5,72.75,309.0,76.5,296.25
1380,44,363.0,228.0,335.25,237.0,312.0,219.0,327.75,293.25,398.25,293.25,338.25,337.5,300.75,311.25,232.5,261.0,219.0,247.5,156.0,291.75,570.0,291.75,72.75,309.0,76.5,296.25
1380,45,363.0,228.0,334.5,236.25,311.25,219.0,327.75,293.25,398.25,293.25,338.25,337.5,300.75,311.25,232.5,260.25,217.5,247.5,156.0,291.75,570.0,291.75,72.75,309.0,75.75,296.25
1381,1,51.75,241.5,25.5,236.25,78.0,236.25,13.5,271.5,90.0,271.5,9.75,312.0,93.75,312.0,-41.25,259.5,144.75,259.5,-96.75,269.25,200.25,269.25,-147.0,282.75,250.5,282.75
1381,2,50.25,245.25,24.0,239.25,76.5,239.25,9.0,272.25,91.5,272.25,6.75,312.0,93.75,312.0,-43.5,262.5,144.0,262.5,-99.0,270.0,199.5,270.0,-150.0,282.75,250.5,282.75
1381,3,49.5,249.75,23.25,243.0,75.75,243.0,5.25,273.0,93.75,273.0,5.25,312.0,93.75,312.0,-45.0,266.25,144.0,266.25,-100.5,271.5,199.5,271.5,-151.5,282.75,250.5,282.75
1381,4,48.75,253.5,21.75,241.5,75.75,241.5,1.5,274.5,96.0,274.5,3.75,312.0,93.75,312.0,-45.75,269.25,143.25,269.25,-101.25,275.25,198.75,275.25,-153.0,282.75,250.5,282.75
1381,5,48.0,258.0,20.25,245.25,75.75,245.25,-4.5,276.75,100.5,276.75,2.25,312.0,93.75,312.0,-47.25,273.0,143.25,273.0,-102.75,276.0,198.75,276.0,-154.5,282.75,250.5,282.75
1381,6,47.25,264.0,24.0,252.75,70.5,252.75,-9.0,276.75,103.5,276.75,0.0,312.0,94.5,312.0,-47.25,276.0,141.75,276.0,-105.0,278.25,199.5,278.25,-156.0,282.0,250.5,282.0
1381,7,46.5,269.25,22.5,259.5,70.5,259.5,-12.75,277.5,105.75,277.5,-1.5,312.0,94.5,312.0,-48.0,279.75,141.0,279.75,-106.5,276.75,199.5,276.75,-157.5,282.0,250.5,282.0
1381,8,45.75,276.0,21.0,264.75,70.5,264.75,-14.25,277.5,105.75,277.5,-2.25,311.25,93.75,311.25,-49.5,284.25,141.0,284.25,-107.25,279.75,198.75,279.75,-159.0,282.0,250.5,282.0
1381,9,45.75,282.75,21.0,270.0,70.5,270.0,-15.0,278.25,106.5,278.25,-2.25,311.25,93.75,311.25,-50.25,288.75,141.75,288.75,-105.75,286.5,197.25,286.5,-159.0,282.0,250.5,282.0
1381,10,45.75,289.5,18.0,273.75,73.5,273.75,-15.0,278.25,106.5,278.25,-2.25,311.25,93.75,311.25,-51.0,294.0,142.5,294.0,-104.25,289.5,195.75,289.5,-159.0,282.0,250.5,282.0
1381,11,45.75,296.25,17.25,279.75,74.25,279.75,-12.75,279.75,104.25,279.75,-2.25,311.25,93.75,311.25,-51.0,297.0,142.5,297.0,-104.25,291.75,195.75,291.75,-159.0,282.0,250.5,282.0
1381,12,45.0,297.0,16.5,280.5,73.5,280.5,-14.25,280.5,104.25,280.5,-3.75,311.25,93.75,311.25,-51.75,297.75,141.75,297.75,-105.0,288.0,195.0,288.0,244.5,271.5,250.5,282.0
1381,13,45.0,297.0,16.5,281.25,73.5,281.25,-15.0,280.5,105.0,280.5,-3.75,311.25,93.75,311.25,-51.75,297.75,141.75,297.75,-105.0,288.75,195.0,288.75,244.5,271.5,250.5,282.0
1381,14,44.25,297.75,15.0,282.0,73.5,282.0,-21.0,282.75,109.5,282.75,-5.25,311.25,93.75,311.25,-53.25,297.0,141.75,297.0,-107.25,290.25,195.75,290.25,244.5,271.5,250.5,282.0
1381,15,42.0,296.25,11.25,283.5,72.75,283.5,-27.0,283.5,111.0,283.5,-9.75,312.0,93.75,312.0,-57.75,295.5,141.75,295.5,-111.75,291.0,195.75,291.0,244.5,271.5,250.5,282.0
1381,16,42.0,297.75,10.5,287.25,73.5,287.25,101.25,268.5,111.0,283.5,-9.75,312.0,93.75,312.0,-57.75,294.0,141.75,294.0,-111.75,291.75,195.75,291.75,245.25,271.5,250.5,279.75
1381,17,41.25,297.0,9.75,286.5,72.75,286.5,102.0,267.75,110.25,282.75,-11.25,312.0,93.75,312.0,-59.25,292.5,141.75,292.5,-113.25,291.0,195.75,291.0,245.25,271.5,250.5,279.0
1381,18,40.5,297.0,9.0,284.25,72.0,284.25,102.0,267.75,109.5,281.25,-12.75,312.0,93.75,312.0,-60.75,291.75,141.75,291.75,-114.75,291.0,195.75,291.0,245.25,271.5,251.25,281.25
1381,19,39.75,297.0,9.75,285.75,69.75,285.75,102.0,267.75,108.75,279.75,-14.25,312.0,93.75,312.0,-61.5,290.25,141.0,290.25,-116.25,291.0,195.75,291.0,246.0,271.5,251.25,281.25
1381,20,39.0,297.0,9.0,285.0,69.0,285.0,102.75,267.75,104.25,277.5,-15.75,312.0,93.75,312.0,-65.25,286.5,143.25,286.5,-117.75,290.25,195.75,290.25,246.0,271.5,251.25,278.25
1381,21,39.0,297.0,9.75,285.0,68.25,285.0,102.0,268.5,103.5,276.75,-15.75,312.0,93.75,312.0,-65.25,285.75,143.25,285.75,-120.75,289.5,198.75,289.5,246.0,271.5,252.0,278.25
1381,22,38.25,296.25,9.75,285.0,66.75,285.0,100.5,268.5,102.0,277.5,-17.25,312.0,93.75,312.0,-66.75,284.25,143.25,284.25,-122.25,288.0,198.75,288.0,246.0,271.5,251.25,278.25
1381,23,42.0,298.5,17.25,285.75,66.75,285.75,99.0,267.75,101.25,278.25,-9.75,311.25,93.75,311.25,-57.0,285.0,141.0,285.0,-114.75,287.25,198.75,287.25,246.75,271.5,251.25,278.25
1381,24,39.0,294.75,8.25,280.5,69.75,280.5,97.5,267.75,100.5,277.5,-15.75,311.25,93.75,311.25,-65.25,282.0,143.25,282.0,-120.75,287.25,198.75,287.25,246.75,271.5,251.25,278.25
1381,25,42.0,291.0,15.0,278.25,69.0,278.25,95.25,266.25,100.5,277.5,-9.75,312.0,93.75,312.0,-57.0,282.0,141.0,282.0,-114.75,286.5,198.75,286.5,246.75,271.5,251.25,277.5
1381,26,42.75,289.5,17.25,280.5,68.25,280.5,-14.25,277.5,99.75,277.5,-8.25,312.0,93.75,312.0,-54.75,280.5,140.25,280.5,-113.25,285.75,198.75,285.75,-165.75,277.5,251.25,277.5
1381,27,40.5,287.25,13.5,269.25,67.5,269.25,-18.0,276.75,99.0,276.75,-12.75,312.0,93.75,312.0,-59.25,279.0,140.25,279.0,-117.75,284.25,198.75,284.25,-170.25,277.5,251.25,277.5
1381,28,42.0,282.75,15.75,265.5,68.25,265.5,-15.0,276.0,99.0,276.0,-9.75,312.0,93.75,312.0,-56.25,278.25,140.25,278.25,-114.75,282.75,198.75,282.75,-167.25,277.5,251.25,277.5
1381,29,45.0,279.0,21.0,261.75,69.0,261.75,-9.0,276.0,99.0,276.0,-3.75,312.0,93.75,312.0,-50.25,276.75,140.25,276.75,-108.75,281.25,198.75,281.25,-160.5,277.5,250.5,277.5
1381,30,46.5,274.5,23.25,257.25,69.75,257.25,-6.0,275.25,99.0,275.25,-0.75,312.0,93.75,312.0,-47.25,275.25,140.25,275.25,-105.75,279.0,198.75,279.0,-157.5,277.5,250.5,277.5
1381,31,47.25,267.75,24.0,252.75,70.5,252.75,-3.75,274.5,98.25,274.5,86.25,301.5,93.75,312.0,-45.75,273.75,140.25,273.75,-104.25,277.5,198.75,277.5,-156.0,277.5,250.5,277.5
1381,32,48.75,260.25,25.5,247.5,72.0,247.5,-1.5,274.5,99.0,274.5,86.25,301.5,93.75,312.0,-42.75,273.0,140.25,273.0,-101.25,278.25,198.75,278.25,-153.0,277.5,250.5,277.5
1381,33,49.5,255.75,24.0,247.5,75.0,247.5,2.25,273.0,96.75,273.0,86.25,301.5,93.75,312.0,-41.25,270.0,140.25,270.0,-100.5,276.0,199.5,276.0,-151.5,277.5,250.5,277.5
1381,34,45.75,254.25,15.75,243.0,75.75,243.0,-3.75,272.25,95.25,272.25,86.25,301.5,93.75,312.0,-49.5,267.0,141.0,267.0,-107.25,274.5,198.75,274.5,-159.75,276.75,251.25,276.75
1381,35,44.25,249.75,12.0,239.25,76.5,239.25,-5.25,271.5,93.75,271.5,86.25,301.5,93.75,312.0,-53.25,264.0,141.75,264.0,-110.25,273.75,198.75,273.75,-162.75,276.75,251.25,276.75
1381,36,48.0,242.25,19.5,236.25,76.5,236.25,3.75,270.75,92.25,270.75,86.25,301.5,93.75,312.0,-50.25,252.0,146.25,252.0,-103.5,271.5,199.5,271.5,-156.0,276.75,252.0,276.75
1381,37,45.75,240.75,18.0,229.5,73.5,229.5,0.0,270.75,91.5,270.75,86.25,301.5,93.75,312.0,-55.5,249.75,147.0,249.75,-108.0,269.25,199.5,269.25,-160.5,276.75,252.0,276.75
1381,38,46.5,236.25,20.25,228.75,72.75,228.75,1.5,274.5,91.5,274.5,86.25,301.5,93.75,312.0,-54.0,249.75,147.0,249.75,-104.25,270.75,197.25,270.75,-159.0,276.75,252.0,276.75
1382,1,158.25,173.25,134.25,175.5,182.25,175.5,180.75,196.5,190.5,193.5,124.5,222.75,192.0,222.75,98.25,180.0,218.25,180.0,73.5,191.25,243.0,191.25,37.5,197.25,279.0,197.25
1382,2,156.75,175.5,132.0,176.25,181.5,176.25,180.75,196.5,190.5,194.25,122.25,222.75,191.25,222.75,96.75,182.25,216.75,182.25,70.5,192.0,243.0,192.0,35.25,197.25,278.25,197.25
1382,3,156.0,178.5,131.25,175.5,180.75,175.5,180.75,196.5,192.75,195.75,120.75,222.75,191.25,222.75,96.0,184.5,216.0,184.5,68.25,192.75,243.75,192.75,33.75,197.25,278.25,197.25
1382,4,156.0,183.75,133.5,178.5,178.5,178.5,181.5,196.5,194.25,196.5,120.75,222.75,191.25,222.75,96.75,186.75,215.25,186.75,68.25,193.5,243.75,193.5,34.5,197.25,277.5,197.25
1382,5,154.5,189.0,132.75,183.75,176.25,183.75,113.25,198.0,195.75,198.0,117.75,222.75,191.25,222.75,98.25,188.25,210.75,188.25,66.0,196.5,243.0,196.5,32.25,198.0,276.75,198.0
1382,6,154.5,193.5,132.75,186.75,176.25,186.75,113.25,198.75,195.75,198.75,117.75,222.75,191.25,222.75,99.0,191.25,210.0,191.25,66.0,199.5,243.0,199.5,31.5,198.0,277.5,198.0
1382,7,153.75,197.25,132.0,191.25,175.5,191.25,113.25,200.25,194.25,200.25,116.25,222.75,191.25,222.75,97.5,193.5,210.0,193.5,64.5,201.0,243.0,201.0,32.25,198.0,275.25,198.0
1382,8,152.25,202.5,129.0,194.25,175.5,194.25,111.0,195.0,193.5,195.0,113.25,222.75,191.25,222.75,94.5,195.75,210.0,195.75,63.75,203.25,240.75,203.25,29.25,198.0,275.25,198.0
1382,9,150.75,205.5,127.5,195.0,174.0,195.0,108.0,196.5,193.5,196.5,110.25,222.75,191.25,222.75,91.5,198.0,210.0,198.0,60.75,204.0,240.75,204.0,27.0,198.0,274.5,198.0
1382,10,149.25,204.75,126.75,197.25,171.75,197.25,104.25,197.25,194.25,197.25,107.25,222.75,191.25,222.75,89.25,204.0,209.25,204.0,57.75,205.5,240.75,205.5,25.5,198.0,273.0,198.0
1382,11,148.5,207.75,126.0,201.0,171.0,201.0,102.75,198.75,194.25,198.75,105.75,222.75,191.25,222.75,87.75,205.5,209.25,205.5,53.25,203.25,243.75,203.25,24.0,198.0,273.0,198.0
1382,12,150.0,210.75,125.25,200.25,174.75,200.25,107.25,198.0,192.75,198.0,108.75,222.75,191.25,222.75,90.0,201.75,210.0,201.75,59.25,207.0,240.75,207.0,27.75,198.0,272.25,198.0
1382,13,150.0,210.75,127.5,201.0,172.5,201.0,108.0,197.25,192.0,197.25,108.75,222.75,191.25,222.75,90.0,201.75,210.0,201.75,59.25,207.75,240.75,207.75,28.5,198.0,271.5,198.0
1382,14,150.0,211.5,128.25,202.5,171.75,202.5,108.75,197.25,191.25,197.25,108.75,222.75,191.25,222.75,90.0,203.25,210.0,203.25,60.0,207.0,240.0,207.0,29.25,198.0,270.75,198.0
1382,15,150.0,211.5,129.75,204.0,170.25,204.0,108.75,197.25,191.25,197.25,108.75,222.75,191.25,222.75,93.0,207.75,207.0,207.75,60.0,207.0,240.0,207.0,30.0,198.0,270.0,198.0
1382,16,149.25,210.75,126.75,204.75,171.75,204.75,180.75,191.25,189.0,200.25,107.25,222.75,191.25,222.75,87.75,207.75,210.75,207.75,58.5,207.0,240.0,207.0,28.5,198.0,270.0,198.0
1382,17,149.25,208.5,129.75,201.75,168.75,201.75,181.5,190.5,189.0,199.5,108.0,222.0,190.5,222.0,87.75,207.0,210.75,207.0,57.75,207.0,240.75,207.0,28.5,198.0,270.0,198.0
1382,18,149.25,208.5,129.75,201.75,168.75,201.75,180.75,190.5,189.75,199.5,108.0,222.0,190.5,222.0,87.75,206.25,210.75,206.25,58.5,207.0,240.0,207.0,27.75,198.0,270.75,198.0
1382,19,149.25,208.5,129.75,201.75,168.75,201.75,180.75,191.25,190.5,199.5,108.0,222.0,190.5,222.0,87.75,206.25,210.75,206.25,58.5,207.0,240.0,207.0,27.75,198.0,270.75,198.0
1382,20,149.25,208.5,129.75,201.75,168.75,201.75,180.75,191.25,190.5,198.75,108.0,222.0,190.5,222.0,87.75,205.5,210.75,205.5,58.5,207.0,240.0,207.0,27.75,198.0,270.75,198.0
1382,21,149.25,211.5,129.75,201.0,168.75,201.0,107.25,199.5,191.25,199.5,107.25,219.75,191.25,219.75,87.75,204.75,210.75,204.75,58.5,207.0,240.0,207.0,27.0,198.0,271.5,198.0
1382,22,149.25,207.75,129.75,200.25,168.75,200.25,108.0,199.5,190.5,199.5,107.25,219.75,191.25,219.75,87.75,204.0,210.75,204.0,58.5,207.0,240.0,207.0,27.0,198.0,271.5,198.0
1382,23,149.25,207.0,129.75,200.25,168.75,200.25,108.0,198.75,190.5,198.75,107.25,219.75,191.25,219.75,87.75,204.0,210.75,204.0,58.5,206.25,240.0,206.25,27.0,198.0,271.5,198.0
1382,24,149.25,205.5,129.0,198.75,169.5,198.75,107.25,198.75,191.25,198.75,107.25,219.75,191.25,219.75,87.0,202.5,211.5,202.5,58.5,205.5,240.0,205.5,27.0,198.0,271.5,198.0
1382,25,149.25,204.0,129.75,197.25,168.75,197.25,107.25,198.75,191.25,198.75,107.25,219.75,191.25,219.75,87.0,201.0,211.5,201.0,58.5,203.25,240.0,203.25,27.0,198.0,271.5,198.0
1382,26,150.0,202.5,130.5,195.75,169.5,195.75,108.75,198.75,191.25,198.75,108.75,219.75,191.25,219.75,87.75,200.25,212.25,200.25,58.5,198.75,241.5,198.75,24.75,198.0,275.25,198.0
